track_id,track_title,is_career,course_count,total_chapters,total_exercises,total_videos,total_xp,avg_xp_per_course,avg_time_hours,total_duration_hours,datasets_count,programming_languages,course_difficulty_levels,predominant_difficulty,course_titles,instructors,participant_count
56,GDPR and Data Privacy Fundamentals,No,3,10,125,40,8250.0,2750.0,1.6666666666666667,5.0,0,r,1,1,"Introduction to Data Privacy,Introduction to Data Security,Understanding GDPR","Angeline Corvaglia,Shalini Kurapati,Tiffany Lewis","1,867"
57,Git Fundamentals,No,3,7,82,28,6250.0,2083.333333333333,2.333333333333333,7.0,0,shell,"1,3",1,"Advanced Git,Intermediate Git,Introduction to Git","Amanda Crawford-Adamo,George Boorman","2,934"
58,GitHub Foundations,No,4,10,116,38,7950.0,1987.5,2.25,9.0,0,"r,shell",1,1,"Intermediate Git,Intermediate GitHub Concepts,Introduction to Git,Introduction to GitHub Concepts","Arne Warnke,George Boorman,Jasmin Ludolf,Stan Konkin","23,538"
59,Google Sheets Fundamentals,No,5,18,217,59,17950.0,3590.0,3.0,15.0,9,spreadsheets,1,1,"Data Analysis in Google Sheets,Data Visualization in Google Sheets,Intermediate Google Sheets,Introduction to Google Sheets,Pivot Tables in Google Sheets","Frank Sumanski,James Chapman,Raina Hawley,Richie Cotton","11,163"
60,Image Processing in Python,No,3,12,153,44,12500.0,4166.666666666667,4.0,12.0,6,python,"2,3",2,"Biomedical Image Analysis in Python,Image Modeling with Keras,Image Processing in Python","Ariel Rokem,Rebeca Gonzalez,Stephen Bailey","15,688"
61,Importing & Cleaning Data  in Python,No,4,14,174,50,14150.0,3537.5,3.25,13.0,21,python,"1,2",1,"Cleaning Data in Python,Intermediate Importing Data in Python,Introduction to Importing Data in Python,Reshaping Data with pandas","Adel Nehme,Hugo Bowne-Anderson,Maria Eugenia Inzaugarat","22,160"
62,Importing & Cleaning Data  in R,No,4,17,183,48,15450.0,3862.5,3.5,14.0,30,r,"1,2",2,"Cleaning Data in R,Intermediate Importing Data in R,Introduction to Importing Data in R,Reshaping Data with tidyr","Filip Schouwenaars,Jeroen Boeye,Maggie Matsui","7,069"
63,Interactive Data Visualization in R,No,4,16,209,62,16950.0,4237.5,4.0,16.0,14,r,"1,2",1,"Interactive Data Visualization with plotly in R,Interactive Maps with leaflet in R,Intermediate Interactive Data Visualization with plotly in R,Visualizing Big Data with Trelliscope in R","Adam Loy,Rich Majerus,Ryan Hafen","2,030"
64,Intermediate Google Sheets,No,3,12,169,46,14000.0,4666.666666666667,4.0,12.0,3,spreadsheets,"1,2",2,"Error and Uncertainty in Google Sheets,Introduction to Statistics in Google Sheets,Marketing Analytics in Google Sheets","Evan Kramer,Luke Pajer,Ted Kwartler","8,481"
65,Intermediate Tidyverse Toolbox,No,4,16,197,59,16250.0,4062.5,4.25,17.0,3,r,"1,2",2,"Dealing With Missing Data in R,Foundations of Functional Programming with purrr,Intermediate Functional Programming with purrr,Machine Learning in the Tidyverse","Colin FAY,DataCamp Content Creator,Dmitriy Gorenshteyn","3,814"
66,Java Fundamentals,No,5,16,174,57,14350.0,2870.0,4.0,20.0,0,java,"1,2",2,"Data Types and Exceptions in Java,Input/Output and Streams in Java,Intermediate Java,Introduction to Java,Introduction to Object-Oriented Programming in Java","Alex Liu,Jim White,Katerina Zahradova,Miller Andrés Trujillo Achury,Sani Yusuf","4,578"
67,Julia Fundamentals,No,4,16,228,61,19100.0,4775.0,4.0,16.0,15,julia,"1,2",1,"Data Manipulation in Julia,Intermediate Julia,Introduction to Data Visualization with Julia,Introduction to Julia","Anthony Markham,Gustavo Vieira Sune,James Fulton,Katerina Zahradova","1,530"
68,KNIME Fundamentals,No,4,16,101,36,8000.0,2000.0,2.5,10.0,8,python,1,1,"Data Manipulation in KNIME,Data Transformation in KNIME,Data Visualization in KNIME,Introduction to KNIME","Emilio Silvestri,Mahantesh Pattadkal,Philipp Kowalski","1,362"
69,Keras Fundamentals,No,4,16,204,57,17050.0,4262.5,4.0,16.0,9,python,"2,3",2,"Advanced Deep Learning with Keras,Image Modeling with Keras,Introduction to Deep Learning with Keras,Recurrent Neural Networks (RNNs) for Language Modeling with Keras","Ariel Rokem,David Cecchini,Miguel Esteban,Zachary Deane-Mayer","3,688"
70,Llama Fundamentals,No,2,4,43,14,3450.0,1725.0,2.0,4.0,0,python,2,2,"Fine-Tuning with Llama 3,Working with Llama 3","Francesca Donadoni,Imtihan Ahmed","1,771"
71,MLOps Fundamentals,No,4,16,197,60,13150.0,3287.5,3.5,14.0,0,r,"2,3",2,"Developing Machine Learning Models for Production,Fully Automated MLOps,MLOps Concepts,MLOps Deployment and Life Cycling","Arturo Opsetmoen Amador,Folkert Stijnman,Nemanja Radojković,Sinan Ozdemir","11,280"
72,Machine Learning Engineer,Yes,12,45,545,151,41250.0,3437.5,3.583333333333333,43.0,21,"containers,python,r,shell","1,2,3",2,"CI/CD for Machine Learning,ETL and ELT in Python,Introduction to Data Quality with Great Expectations,Introduction to Data Versioning with DVC,Introduction to Docker,Introduction to MLflow,Introduction to Shell,MLOps Concepts,MLOps Deployment and Life Cycling,Monitoring Machine Learning Concepts,Monitoring Machine Learning in Python,Supervised Learning with scikit-learn","Davina Moossazadeh,Filip Schouwenaars,Folkert Stijnman,George Boorman,Hakim Elakhrass,Jake Roach,Maciej Balawejder,Nemanja Radojković,Ravi Bhadauria,Tim Sangster,Weston Bassler","9,170"
73,Machine Learning Fundamentals in Python,No,4,16,202,59,16500.0,4125.0,4.0,16.0,14,python,"2,3",2,"Introduction to Deep Learning with PyTorch,Reinforcement Learning with Gymnasium in Python,Supervised Learning with scikit-learn,Unsupervised Learning in Python","Benjamin Wilson,Fouad Trad,George Boorman,Jasmin Ludolf,Thomas Hossler","42,473"
74,Machine Learning Fundamentals in R,No,6,26,374,105,28850.0,4808.333333333333,4.0,24.0,30,r,2,2,"Machine Learning with Tree-Based Models in R,Machine Learning with caret in R,Modeling with tidymodels in R,Supervised Learning in R: Classification,Supervised Learning in R: Regression,Unsupervised Learning in R","Brett Lantz,David Svancer,Hank Roark,John Mount,Max Kuhn,Nina Zumel,Sandro Raabe,Zachary Deane-Mayer","9,530"
75,Machine Learning Scientist in Python,Yes,21,85,1068,314,85250.0,4059.5238095238096,4.047619047619048,85.0,67,python,"2,3",2,"Cluster Analysis in Python,Dimensionality Reduction in Python,Extreme Gradient Boosting with XGBoost,Feature Engineering for Machine Learning in Python,Feature Engineering for NLP in Python,Hyperparameter Tuning in Python,Image Processing in Python,Intermediate Deep Learning with PyTorch,Introduction to Deep Learning with PyTorch,Introduction to Natural Language Processing in Python,Introduction to PySpark,Linear Classifiers in Python,Machine Learning for Time Series Data in Python,Machine Learning with PySpark,Machine Learning with Tree-Based Models in Python,Model Validation in Python,Natural Language Processing with spaCy,Preprocessing for Machine Learning in Python,Supervised Learning with scikit-learn,Unsupervised Learning in Python,Winning a Kaggle Competition in Python","Alex Scriven,Andrew Collier,Azadeh Mobasher,Ben Schmidt,Benjamin Wilson,Chris Holdgraf,Elie Kawerk,George Boorman,James Chapman,Jasmin Ludolf,Jeroen Boeye,Kasey Jones,Katharine Jarmul,Michał Oleszak,Mike Gelbart,Rebeca Gonzalez,Robert O'Callaghan,Rounak Banik,Sergey Fogelson,Shaumik Daityari,Thomas Hossler,Yauhen Babakhin","14,337"
76,Machine Learning Scientist in R,Yes,16,67,889,249,70550.0,4409.375,4.0625,65.0,71,r,"2,3",2,"Bayesian Regression Modeling with rstanarm,Cluster Analysis in R,Dimensionality Reduction in R,Feature Engineering in R,Fundamentals of Bayesian Data Analysis in R,Hyperparameter Tuning in R,Intermediate Regression in R,Introduction to Spark with sparklyr in R,Machine Learning in the Tidyverse,Machine Learning with Tree-Based Models in R,Machine Learning with caret in R,Modeling with tidymodels in R,Supervised Learning in R: Classification,Supervised Learning in R: Regression,Support Vector Machines in R,Unsupervised Learning in R","Brett Lantz,David Svancer,Dmitriy Gorenshteyn,Hank Roark,Jake Thompson,John Mount,Jorge Zazueta,Kailash Awati,Matt Pickard,Max Kuhn,Nina Zumel,Rasmus Bååth,Richie Cotton,Sandro Raabe,Shirin  Elsinghorst (formerly Glander),Zachary Deane-Mayer","4,177"
77,Machine Learning in Production in Python,No,5,17,203,66,14050.0,2810.0,2.8,14.0,7,"python,r","2,3",2,"Introduction to Data Versioning with DVC,Introduction to MLflow,MLOps Concepts,Monitoring Machine Learning Concepts,Monitoring Machine Learning in Python","Folkert Stijnman,Hakim Elakhrass,Maciej Balawejder,Ravi Bhadauria,Weston Bassler","2,873"
78,Marketing Analytics in Python,No,5,20,256,75,20750.0,4150.0,4.0,20.0,12,python,2,2,"Analyzing Social Media Data in Python,Customer Segmentation in Python,Machine Learning for Marketing in Python,Market Basket Analysis in Python,Marketing Analytics: Predicting Customer Churn in Python","Alex Hanna,Isaiah Hull,Karolis Urbonas,Mark Peterson","2,797"
79,Marketing Analytics in R,No,6,24,330,94,26150.0,4358.333333333333,4.0,24.0,19,r,"2,3",2,"Analyzing Social Media Data in R,Building Response Models in R,Choice Modeling for Marketing in R,Introduction to Text Analysis in R,Machine Learning for Marketing Analytics in R,Market Basket Analysis in R","Christopher Bruffaerts,DataCamp Content Creator,Maham Khan,Sowmya Vivek,Verena Pflieger,Vivek Vijayaraghavan","4,960"
80,Microsoft Azure Fundamentals (AZ-900),No,4,12,185,57,12250.0,3062.5,2.25,9.0,0,r,1,1,"Understanding Cloud Computing,Understanding Microsoft Azure,Understanding Microsoft Azure Architecture and Services,Understanding Microsoft Azure Management and Governance","Anneleen Rummens,Florin Angelescu,Kevin James,Lis Sulmont,Sara Billen","36,559"
81,Natural Language Processing in Python,No,5,20,269,75,21850.0,4370.0,4.0,20.0,14,python,"2,3",2,"Feature Engineering for NLP in Python,Introduction to Natural Language Processing in Python,Natural Language Processing with spaCy,Sentiment Analysis in Python,Spoken Language Processing in Python","Azadeh Mobasher,Daniel Bourke,Katharine Jarmul,Rounak Banik,Violeta Misheva","13,511"
82,OpenAI Fundamentals,No,5,15,181,53,14950.0,2990.0,3.0,15.0,3,python,"1,2",2,"Developing AI Systems with the OpenAI API,Introduction to Embeddings with the OpenAI API,Multi-Modal Systems with the OpenAI API,Prompt Engineering with the OpenAI API,Working with the OpenAI API","Eduardo Oliveira,Emmanuel Pire,Fouad Trad,Francesca Donadoni,James Chapman,Stan Konkin","1,993"
83,Power BI Fundamentals,No,5,19,137,48,10900.0,2180.0,3.2,16.0,10,python,1,1,"Data Modeling in Power BI,Data Preparation in Power BI,Data Visualization in Power BI,Introduction to DAX in Power BI,Introduction to Power BI","Iason Prassides,Jess Ahmet,Khaled Choucri,Maarten Van den Broeck,Sara Billen","82,815"
84,Professional Data Engineer in Python,Yes,13,44,554,148,42800.0,3292.3076923076924,3.230769230769231,42.0,8,"containers,python,r,shell","1,2,3",2,"Containerization and Virtualization Concepts,DevOps Concepts,Introduction to Apache Kafka,Introduction to Docker,Introduction to Kubernetes,Introduction to NoSQL,Introduction to Object-Oriented Programming in Python,Introduction to PySpark,Introduction to Shell,Introduction to Testing in Python,Introduction to dbt,Streaming Concepts,Understanding Modern Data Architecture","Alexander Levin,Ben Schmidt,Cem Sakarya,Filip Schouwenaars,Frank Heilmann,George Boorman,Jake Roach,Julia Ostheimer,Mike Metzger,Miller Andrés Trujillo Achury,Tim Sangster","5,429"
85,Python Data Fundamentals,No,7,29,387,102,32300.0,4614.285714285715,4.0,28.0,44,python,"1,2",1,"Data Manipulation with pandas,Exploratory Data Analysis in Python,Intermediate Python,Introduction to Data Visualization with Seaborn,Introduction to Python,Introduction to Statistics in Python,Joining Data with pandas","Aaren Stubberfield,DataCamp Content Creator,George Boorman,Hugo Bowne-Anderson,Izzy Weber,Maggie Matsui,Richie Cotton","267,949"
86,Python Developer,Yes,7,23,289,90,23400.0,3342.8571428571427,3.4285714285714284,24.0,4,"python,shell","1,2,3",3,"Data Structures and Algorithms in Python,Developing Python Packages,Intermediate Git,Intermediate Object-Oriented Programming in Python,Introduction to Git,Introduction to Testing in Python,Web Scraping in Python","Alexander Levin,George Boorman,Jake Roach,James Fulton,Miriam Antona,Thomas Laetsch","18,963"
87,Python Programming,No,4,15,193,57,15550.0,3887.5,3.75,15.0,4,python,"1,2,3",2,"Introduction to Object-Oriented Programming in Python,Introduction to Testing in Python,Software Engineering Principles in Python,Writing Efficient Python Code","Adam Spannbauer,Alexander Levin,George Boorman,Logan Thomas","22,323"
88,Python Programming Fundamentals,No,4,13,170,50,14050.0,3512.5,3.25,13.0,6,python,"1,2",1,"Data Types in Python,Intermediate Python for Developers,Introduction to Python for Developers,Python Toolbox","George Boorman,Hugo Bowne-Anderson,Jason Myers","22,447"
89,Python Programming Toolbox,No,3,12,151,45,12800.0,4266.666666666667,4.0,12.0,5,python,"1,2,3",2,"Data Structures and Algorithms in Python,Regular Expressions in Python,Working with Dates and Times in Python","DataCamp Content Creator,Maria Eugenia Inzaugarat,Miriam Antona","2,706"
90,Quantitative Analyst  in R,Yes,14,63,737,209,59250.0,4232.142857142857,4.5,63.0,28,r,"1,2",2,"ARIMA Models in R,Bond Valuation and Analysis in R,Credit Risk Modeling in R,Financial Trading in R,Forecasting in R,Importing and Managing Financial Data in R,Intermediate Portfolio Analysis in R,Intermediate R for Finance,Introduction to Portfolio Analysis in R,Introduction to R for Finance,Manipulating Time Series Data in R,Quantitative Risk Management in R,Time Series Analysis in R,Visualizing Time Series Data in R","Alexander J. McNeil,Arnaud Amsellem,Clifford Ang,David S. Matteson,David Stoffer,Harrison Brown,Ilya Kipnis,Joshua Ulrich,Kris Boudt,Lore Dirick,Rob J. Hyndman,Ross Bennett","4,490"
91,R Developer,Yes,14,57,686,164,56250.0,4017.857142857143,3.857142857142857,54.0,11,"r,shell","1,2,3",1,"Data Manipulation with dplyr,Defensive R Programming,Developing R Packages,Foundations of Functional Programming with purrr,Intermediate Git,Intermediate R,Introduction to Git,Introduction to R,Introduction to Shell,Introduction to Writing Functions in R,Introduction to the Tidyverse,Object-Oriented Programming with S3 and R6 in R,Parallel Programming in R,Writing Efficient R Code","Colin Gillespie,DataCamp Content Creator,David Robinson,Filip Schouwenaars,George Boorman,James Chapman,Jasmin Ludolf,Jonathan Cornelissen,Nabeel Imam,Richie Cotton","2,907"
92,R Programming Fundamentals,No,5,24,293,59,24800.0,4960.0,4.4,22.0,7,r,"1,2,3",1,"Intermediate R,Introduction to R,Introduction to Writing Functions in R,Object-Oriented Programming with S3 and R6 in R,Writing Efficient R Code","Colin Gillespie,Filip Schouwenaars,Jonathan Cornelissen,Richie Cotton","151,886"
93,Reinforcement Learning in Python,No,3,12,139,43,11350.0,3783.3333333333335,4.0,12.0,0,python,3,3,"Deep Reinforcement Learning in Python,Reinforcement Learning from Human Feedback (RLHF),Reinforcement Learning with Gymnasium in Python","Fouad Trad,Mina Parham,Timothée Carayol","2,161"
94,Responsible AI Foundations,No,4,13,176,51,11350.0,2837.5,1.5,6.0,1,r,"1,2",1,"AI Ethics,AI Security and Risk Management,Artificial Intelligence Governance,Responsible AI Data Management","Alexandre T'Kint,Angeline Corvaglia,Joe Franklin,Maria Prokofieva,Simla Sivanandan",712
95,SQL Fundamentals,No,7,26,322,88,26000.0,3714.285714285714,3.7142857142857135,26.0,13,sql,"1,2",1,"Data Manipulation in SQL,Database Design,Functions for Manipulating Data in PostgreSQL,Intermediate SQL,Introduction to SQL,Joining Data in SQL,PostgreSQL Summary Stats and Window Functions","Brian Piccolo,Fernando Gonzalez Prada,Izzy Weber,Jasmin Ludolf,Lis Sulmont,Maham Khan,Michel Semaan,Mona Khalil","512,347"
96,SQL Server Developer,Yes,10,40,520,144,42000.0,4200.0,4.1,41.0,28,sql,"1,2",2,"Building and Optimizing Triggers in SQL Server,Database Design,Functions for Manipulating Data in SQL Server,Improving Query Performance in SQL Server,Intermediate SQL Server,Introduction to Relational Databases in SQL,Introduction to SQL Server,Time Series Analysis in SQL Server,Transactions and Error Handling in SQL Server,Writing Functions and Stored Procedures in SQL Server","Ana Voicu,DataCamp Content Creator,Dean Smith,Florin Angelescu,Ginger Grant,Lis Sulmont,Maham Khan,Meghan Kwartler,Miriam Antona,Timo Grossenbacher","70,181"
97,SQL Server Fundamentals,No,5,20,254,71,21400.0,4280.0,4.2,21.0,19,sql,"1,2",2,"Functions for Manipulating Data in SQL Server,Intermediate SQL Server,Introduction to SQL Server,Joining Data in SQL,Time Series Analysis in SQL Server","Ana Voicu,DataCamp Content Creator,Ginger Grant,Maham Khan","9,323"
98,SQL Server for Database Administrators,No,6,24,313,87,24550.0,4091.6666666666665,4.0,24.0,12,sql,"1,2",2,"Building and Optimizing Triggers in SQL Server,Database Design,Improving Query Performance in SQL Server,Introduction to Relational Databases in SQL,Transactions and Error Handling in SQL Server,Writing Functions and Stored Procedures in SQL Server","Dean Smith,Florin Angelescu,Lis Sulmont,Meghan Kwartler,Miriam Antona,Timo Grossenbacher","17,269"
99,SQL for Business Analysts,No,3,12,157,46,12800.0,4266.666666666667,4.0,12.0,13,sql,2,2,"Analyzing Business Data in SQL,Exploratory Data Analysis in SQL,Reporting in SQL","Christina Maimone,Michel Semaan,Tyler Pernes","74,047"
100,SQL for Database Administrators,No,4,16,201,57,16150.0,4037.5,4.0,16.0,6,sql,"1,2",1,"Creating PostgreSQL Databases,Database Design,Improving Query Performance in PostgreSQL,Introduction to Relational Databases in SQL","Amy McCarty,Darryl Reeves Ph.D,Lis Sulmont,Timo Grossenbacher","16,755"
101,Shiny Fundamentals in R,No,4,16,221,61,18150.0,4537.5,4.0,16.0,6,r,"1,2",2,"Building Dashboards with flexdashboard,Building Dashboards with shinydashboard,Building Web Applications with Shiny in R,Case Studies: Building Web Applications with Shiny in R","Dean Attali,Elaine McVey,Kee Seng Png,Ramnath Vaidyanathan,kaelen medeiros","2,504"
102,Snowflake Foundations,No,3,8,85,30,6900.0,2300.0,2.6666666666666665,8.0,3,sql,"1,2",2,"Introduction to Data Modeling in Snowflake,Introduction to Snowflake,Introduction to Snowflake SQL","Danny Hong,George Boorman,Margarita Torres","5,910"
103,Statistical Inference in R,No,4,17,219,61,16650.0,4162.5,4.0,16.0,27,r,"2,3",3,"Foundations of Inference in R,Inference for Categorical Data in R,Inference for Linear Regression in R,Inference for Numerical Data in R","Andrew Bray,Jo Hardin,Mine Cetinkaya-Rundel","7,068"
104,Statistician in R,Yes,13,53,682,194,54000.0,4153.846153846154,4.0,52.0,35,r,"1,2,3",2,"Analyzing Survey Data in R,Experimental Design in R,Factor Analysis in R,Foundations of Inference in R,Foundations of Probability in R,Fundamentals of Bayesian Data Analysis in R,Hierarchical and Mixed Effects Models in R,Hypothesis Testing in R,Intermediate Regression in R,Introduction to Regression in R,Introduction to Statistics in R,Sampling in R,Survival Analysis in R","David Robinson,Heidi Seibold,Jennifer Brussow,Jo Hardin,Joanne Xiong,Kelly McConville,Maggie Matsui,Rasmus Bååth,Richard Erickson,Richie Cotton","13,741"
105,Statistics Fundamentals  in Python,No,5,20,260,73,20450.0,4090.0,4.0,20.0,20,python,2,2,"Hypothesis Testing in Python,Intermediate Regression with statsmodels in Python,Introduction to Regression with statsmodels in Python,Introduction to Statistics in Python,Sampling in Python","James Chapman,Maarten Van den Broeck,Maggie Matsui","28,175"
106,Statistics Fundamentals in R,No,5,20,260,74,20450.0,4090.0,4.0,20.0,17,r,2,2,"Hypothesis Testing in R,Intermediate Regression in R,Introduction to Regression in R,Introduction to Statistics in R,Sampling in R","Maggie Matsui,Richie Cotton","23,301"
107,Supervised Machine Learning in Python,No,6,25,295,87,23100.0,3850.0,4.166666666666667,25.0,18,python,"2,3",2,"Ensemble Methods in Python,Extreme Gradient Boosting with XGBoost,Hyperparameter Tuning in Python,Linear Classifiers in Python,Machine Learning with Tree-Based Models in Python,Supervised Learning with scikit-learn","Alex Scriven,Elie Kawerk,George Boorman,Mike Gelbart,Román de las Heras,Sergey Fogelson","4,217"
108,Supervised Machine Learning in R,No,6,24,313,88,25700.0,4283.333333333333,4.166666666666667,25.0,30,r,"2,3",2,"Hyperparameter Tuning in R,Intermediate Regression in R,Machine Learning in the Tidyverse,Machine Learning with Tree-Based Models in R,Modeling with tidymodels in R,Support Vector Machines in R","David Svancer,Dmitriy Gorenshteyn,Kailash Awati,Richie Cotton,Sandro Raabe,Shirin  Elsinghorst (formerly Glander)","2,689"
109,Tableau Fundamentals,No,4,12,202,73,16050.0,4012.5,5.0,20.0,4,python,1,1,"Analyzing Data in Tableau,Connecting Data in Tableau,Creating Dashboards in Tableau,Introduction to Tableau","Carl Rosseel,Hadrien Lacroix,Lis Sulmont,Maarten Van den Broeck,Sara Billen","38,940"
110,Text Mining in R,No,4,17,227,61,18900.0,4725.0,4.0,16.0,16,r,2,2,"Introduction to Text Analysis in R,Sentiment Analysis in R,String Manipulation with stringr in R,Text Mining with Bag-of-Words in R","Charlotte Wickham,Maham Khan,Ted Kwartler","7,216"
111,Tidyverse Fundamentals in R,No,5,20,250,76,20650.0,4130.0,4.0,20.0,11,r,"1,2",1,"Categorical Data in the Tidyverse,Communicating with Data in the Tidyverse,Introduction to the Tidyverse,Modeling with Data in the Tidyverse,Reshaping Data with tidyr","Albert Y. Kim,David Robinson,Emily Robinson,Jeroen Boeye,Timo Grossenbacher","2,389"
112,Time Series  in R,No,5,22,252,73,20300.0,4060.0,4.2,21.0,10,r,2,2,"ARIMA Models in R,Forecasting in R,Manipulating Time Series Data in R,Time Series Analysis in R,Visualizing Time Series Data in R","Arnaud Amsellem,David S. Matteson,David Stoffer,Harrison Brown,Rob J. Hyndman","2,610"
113,Time Series in Python,No,5,22,283,78,23800.0,4760.0,4.0,20.0,17,python,"2,3",2,"ARIMA Models in Python,Machine Learning for Time Series Data in Python,Manipulating Time Series Data in Python,Time Series Analysis in Python,Visualizing Time Series Data in Python","Chris Holdgraf,James Fulton,Rob Reider,Stefan Jansen,Thomas Vincent","26,105"
114,Understanding Data Topics,No,5,17,188,63,11800.0,2360.0,2.0,10.0,2,r,1,1,"Understanding Cloud Computing,Understanding Data Engineering,Understanding Data Science,Understanding Data Visualization,Understanding Machine Learning","Hadrien Lacroix,Lis Sulmont,Richie Cotton,Sara Billen","383,172"
115,dbt Fundamentals,No,2,5,54,16,4400.0,2200.0,3.0,6.0,0,python,"2,3",2,"Intermediate dbt,Introduction to dbt",Mike Metzger,"2,075"
